Species	Grid_ID	Num_Seq	Num_Muts	GD_Pi	BP
Hyla_chrysoscelis	2726	3	10	0.00947608952002107	1962
Hyla_chrysoscelis	2812	2	3	0.00449775112443778	1338
Hyla_chrysoscelis	2813	2	14	0.0208955223880597	1341
Hyla_chrysoscelis	2902	2	7	0.0117056856187291	1268
Hyla_cinerea	2541	2	0	0	770
Hyla_intermedia	2749	4	7	0.00399087799315850	3508
Hyla_intermedia	2840	2	0	0	1774
Hyla_intermedia	2928	4	6	0.00403817914831131	3632
Hyla_japonica	2689	3	0	0	2667
Hyla_japonica	2777	4	17	0.0119047619047619	3696
Hyla_japonica	2778	6	21	0.0113275613275613	5544
Hyla_meridionalis	2561	3	0	0	2572
Hyla_meridionalis	2743	3	2	0.00146762106460279	2726
Hyla_meridionalis	2744	3	3	0.00220507166482911	2721
Hyla_meridionalis	2927	3	0	0	2727
Hyla_molleri	2834	7	8	0.00367095656492438	6358
Hyla_molleri	2835	10	2	0.000440528634361234	9080
Hyla_molleri	2925	11	4	0.000964339527875440	9955
Hyla_molleri	2926	6	3	0.00117813409782874	5093
Hyla_orientalis	2752	2	19	0.0209944751381215	1814
Hyla_orientalis	2753	18	24	0.0106836515228981	14475
Hyla_orientalis	2754	7	32	0.0170792110446756	4520
Hyla_orientalis	2758	4	3	0.00202578268876611	3620
Hyla_orientalis	2842	9	15	0.00574821217825438	6338
Hyla_orientalis	2843	7	17	0.0163415919873484	4157
Hyla_orientalis	2844	2	7	0.0129151291512915	1084
Hyla_orientalis	2845	4	14	0.0132226322263223	2168
Hyla_orientalis	2846	17	12	0.00792272628608639	9577
Hyla_orientalis	2847	12	8	0.00227989908508765	10852
Hyla_orientalis	2933	10	16	0.00746470227133211	9054
Hyla_orientalis	2934	4	13	0.00718232044198895	3620
Hyla_orientalis	2935	10	18	0.00584407612031922	9050
Hyla_orientalis	3021	10	6	0.00166973603437692	9050
Hyla_orientalis	3022	5	4	0.00176795580110497	4525
Hyla_orientalis	3023	2	2	0.00220994475138122	1810
Hyla_orientalis	3025	6	3	0.00176698332816707	5438
Hyla_orientalis	3110	15	5	0.00160164387884782	13567
Hyla_orientalis	3111	37	5	0.000905878253944563	33485
Hyla_orientalis	3112	2	0	0	1810
Hylarana_latouchii	2415	6	6	0.00344827586206897	3828
Hylarana_latouchii	2416	113	80	0.0408890773553573	72094
Hylarana_latouchii	2506	12	5	0.00173363731357462	7656
Hylarana_latouchii	2596	2	2	0.00313479623824451	1276
Hylarana_latouchii	2775	2	3	0.00470219435736677	1276
Hyla_sarda	2838	7	7	0.00310219330984418	6019
Hyla_savignyi	2664	16	7	0.000957217604858320	14495
Hyla_savignyi	2754	22	13	0.00339520285494885	17006
Hyla_savignyi	2755	20	51	0.0306273062730628	10840
Hyla_savignyi	2756	6	47	0.0447227871618650	3986
Hyla_savignyi	2757	4	1	0.000736648250460405	3620
Hyla_savignyi	2847	8	1	0.000276243093922652	7240
Hyla_versicolor	2541	2	12	0.0187793427230047	1320
Hyla_versicolor	2721	3	22	0.0232537088395844	1964
Hyla_versicolor	2723	6	28	0.0152263509251486	3767
Hyla_versicolor	2726	4	6	0.00304518880890576	2662
Hyla_versicolor	2813	2	0	0	1341
Hyla_versicolor	2817	4	2	0.00155569765077405	2606
Hyla_versicolor	2902	3	2	0.00198708395429707	2021
Hyloscirtus_armatus	1199	2	0	0	770
Hyloscirtus_tapichalaca	1556	2	0	0	770
Hyloxalus_bocagei	1647	4	0	0	1540
Hyloxalus_chlorocraspedus	1467	4	0	0	1540
Hyloxalus_elachyhistus	1466	3	1	0.00173160173160173	1155
Hyloxalus_elachyhistus	1555	4	1	0.00173160173160173	1540
Hyloxalus_idiomelus	1556	5	2	0.00311688311688312	1925
Hyloxalus_insulatus	1556	2	0	0	770
Hyloxalus_nexipus	1466	4	2	0.00259740259740260	1540
Hyloxalus_pulcherrimus	1466	2	1	0.00259740259740260	770
Hyloxalus_subpunctatus	1827	2	0	0	1170
Hyloxalus_sylvaticus	1555	2	0	0	770
Hynobius_amjiensis	2596	2	2	0.00265957446808511	1504
Hynobius_leechii	2778	2	17	0.0227882037533512	1887
Hynobius_leechii	2866	9	2	0.00103727821585502	7165
Hynobius_lichenatus	2508	3	2	0.00116856558574350	3423
Hynobius_lichenatus	2780	40	190	0.0431537787366007	45640
Hynobius_lichenatus	2781	45	170	0.0445869740348273	51345
Hynobius_lichenatus	2871	39	110	0.0217958771397586	44499
Hynobius_nebulosus	2689	2	34	0.0297984224364592	2282
Hynobius_nebulosus	2690	3	25	0.0146070698217938	3423
Hynobius_tokyoensis	2690	6	16	0.00747881974875840	6846
Hynobius_tokyoensis	2780	10	26	0.00954328561690525	11410
Hynobius_tokyoensis	2781	4	61	0.0356412503651767	4564
Hynobius_yiwuensis	2596	5	33	0.0257978723404255	4149
Hypsiboas_albomarginatus	1476	2	0	0	770
Hypsiboas_albomarginatus	1477	20	11	0.00616615067079462	12240
Hypsiboas_andinus	929	3	2	0.00346320346320346	1155
Hypsiboas_balzani	1737	2	0	0	770
Hypsiboas_bischoffi	933	2	0	0	770
Hypsiboas_caingua	932	3	0	0	1155
Hypsiboas_cordobae	749	3	4	0.00692640692640693	1155
Hypsiboas_ericae	1294	2	0	0	770
Hypsiboas_faber	932	2	1	0.00259740259740260	770
Hypsiboas_guentheri	843	2	0	0	770
Hypsiboas_joaquini	933	3	0	0	1155
Hypsiboas_leptolineatus	933	2	0	0	770
Hypsiboas_marginatus	752	2	0	0	770
Hypsiboas_prasinus	933	2	56	0.145454545454545	770
Hypsiboas_pulchellus	661	2	0	0	770
Hypsiboas_pulchellus	751	3	4	0.00692640692640693	1155
