occurrenceID	basisOfRecord	eventDate	DM ID	 ID number	DNAmark ID	Institution ID/ ZM no/ Voucher	Danish name	English name	Species name	NCBI Scientific name if different from species name	Stored in	Type (skin, tissue, bone, hair, organ)	Return rest of sample	Sample storage DNAmark	Photo for DNAmark	Institution (Voucher )	Voucher stored as	DNA sample/ Tissue collection code	Collecting_Year	Collecting_Month	Collecting_Day	Collected by	Country	countryCode	Locality	Geographical exact (CoordinatePrecisioninMeters)	decimalLatitude (UTM: N)	decimalLongitude (UTM: E)	geodeticDatum	Identified by (Validator)	Registred by	Sampled at	Sampling_Year	Sampling_Month	Sampling_Day	Sampled by	individualCount	organismQuantity	organismQuantityType	Taxon ID (GBIF) ?	NCBI Taxon ID	scientificName	key GBIF	kingdom	phylum	class	order	family	genus	Species	matchType	confidence	status	taxonRank	Corrected by Christina Lehmkuhl Noer	K-mer file	Mitochondrial/chloroplast genome filename	Genome sequences filename	Alcohol	Skin	Skull	Skeleton	Mounted	Mummy	Freezer	Tissue Coll. Code	Collecting code	Acronym 	Notes	LatLongVariable	P	CatFrom	CatTo	P-gr.	Cruise	Station 	Haul	Gear	N/S	W/E	Depth (meters)	Wire (m)	Further loc. Data	Zmcoll	Etiket	Lab ID	Quantity	fauna district	host	stage	available	Alt Cat Number	Type Status	Type/Count\n[imported]	Type specimen stored in formaldehyd	HABITAT	Isolator	Isol. Date	Personal code 	Isoaltion sample	Isolation unit	Isolation method	STATE	Medium	Temp	DEP	DEPD	Authentic	Toxic	Class	Remarks	subsampled by 	validationStatus	taxon_id	taxonFullName	taxonDanishName	taxonRedListCategory	decimalLatitude	decimalLongitude	accuracy	substrate	vegetationType	associatedTaxa	ecologyNotes	notes	Legit	URI	NO	HAB	DEL	Collected at	Notes	Evt V nummer	oprindelse af materiale	Square	Position
	PreservedSpecimen		DM505	505	DMP143	.	Vrietorn	Buckthorn	Rhamnus cathartica		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	6	30	Hans Henrik Bruun	Denmark	DK	Rynkeby, Urup dam, Fyn	UTM: 6138654N; 600812E				Hans Henrik Bruun		Locality	2018	6	30	Hans Henrik Bruun	1	1	individuals			Rhamnus cathartica L.	3039491	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica	EXACT	98	ACCEPTED	SPECIES																																																																											Rich fen							
	PreservedSpecimen		DM506	506	DMP144	.	Tørst	Alder buckthorn	Frangula alnus		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	6	30	Hans Henrik Bruun	Denmark	DK	Rynkeby, Urup dam, Fyn	UTM: 6138654N; 600812E				Hans Henrik Bruun		Locality	2018	6	30	Hans Henrik Bruun	1	1	individuals			Frangula alnus Mill.	3039454	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula	Frangula alnus	EXACT	98	ACCEPTED	SPECIES																																																																											Rich fen							
	PreservedSpecimen		DM507	507	DMP145	.	Kær-padderok	Marsh horsetail	Equisetum palustre		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	6	30	Hans Henrik Bruun	Denmark	DK	Rynkeby, Urup dam, Fyn	UTM: 6138654N; 600812E				Hans Henrik Bruun		Locality	2018	6	30	Hans Henrik Bruun	1	1	individuals			Equisetum palustre L.	2687932	Plantae	Tracheophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum	Equisetum palustre	EXACT	98	ACCEPTED	SPECIES																																																																											Rich fen							
	PreservedSpecimen		DM508	508	DMP146	.	Almindelig hæg	Bird cherry	Prunus padus		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	6	30	Hans Henrik Bruun	Denmark	DK	Rynkeby, Urup dam, Fyn	UTM: 6138654N; 600812E				Hans Henrik Bruun		Locality	2018	6	30	Hans Henrik Bruun	1	1	individuals			Prunus padus L.	3021037	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus padus	EXACT	97	ACCEPTED	SPECIES																																																																											Rich fen							
	PreservedSpecimen		DM509	509	DMP147	.	Kattehale	Purple loosestrife	Lythrum salicaria		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	6	30	Hans Henrik Bruun	Denmark	DK	Rynkeby, Urup dam, Fyn	UTM: 6138654N; 600812E				Hans Henrik Bruun		Locality	2018	6	30	Hans Henrik Bruun	1	1	individuals			Lythrum salicaria L.	3188736	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Lythrum	Lythrum salicaria	EXACT	98	ACCEPTED	SPECIES																																																																											Rich fen							
	PreservedSpecimen		DM510	510	DMF85	P2395752	Almindelig sardin	European pilchard	Sardina pilchardus		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Sardina pilchardus (Walbaum, 1792)	2413224	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardina	Sardina pilchardus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM511	511	DMF86	P2395780	Kortfinnet fløjfisk	Reticulated dragonet	Callionymus reticulatus		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Callionymus reticulatus Valenciennes, 1837	2386886	Animalia	Chordata	Actinopterygii	Perciformes	Callionymidae	Callionymus	Callionymus reticulatus	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM512	512	DMF87	P2395781	Blåstak	Cuckoo wrasse	Labrus bimaculatus		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Labrus bimaculatus Linnaeus, 1758	2371938	Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	Cichlasoma	Cichlasoma bimaculatum	EXACT	98	SYNONYM	SPECIES																																																																																		
	PreservedSpecimen		DM513	513	DMF88	P2395782	Toplettet kutling	Two-spotted goby	Gobiusculus flavescens		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Gobiusculus flavescens (Fabricius, 1779)	2378270	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobiusculus	Gobiusculus flavescens	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM514	514	DMF89	P2395784	Regnbueørred	Rainbow trout	Oncorhynchus mykiss		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Oncorhynchus mykiss (Walbaum, 1792)	5204019	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM515	515	DMF90	P2395785	Europæisk ål	European eel	Anguilla anguilla		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Anguilla anguilla (Linnaeus, 1758)	5212973	Animalia	Chordata	Actinopterygii	Anguilliformes	Anguillidae	Anguilla	Anguilla anguilla	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM516	516	DMF91	P2395787	Spidshalet langebarn	Snakeblenny	Lumpenus lampretaeformis		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Lumpenus lampretaeformis (Walbaum, 1792)	5211321	Animalia	Chordata	Actinopterygii	Perciformes	Stichaeidae	Lumpenus	Lumpenus lampretaeformis	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM517	517	DMF92	P2395788	Almindelig ulk	Shorthorn sculpin	Myoxocephalus scorpius		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Myoxocephalus scorpius (Linnaeus, 1758)	2333785	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Myoxocephalus	Myoxocephalus scorpius	EXACT	98	ACCEPTED	SPECIES																																																																																		
	PreservedSpecimen		DM518	518	DMF93	P2395791	Rævehaj	Thresher shark	Alopias vulpinus		96% Ethanol	Muscle	Yes	96% ethanol	yes	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Alopias vulpinus (Bonnaterre, 1788)	2420797	Animalia	Chordata	Elasmobranchii	Lamniformes	Alopiidae	Alopias	Alopias vulpinus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Ny art for danmark	PreservedSpecimen		DM519	519	DMF94	P2395758	Småplettet rokke	Blonde ray	Raja brachyura		96% Ethanol	Muscle	Yes	96% ethanol	no	ZM	4% formalin => 70% EtOH	no	Get info from Marcus													ZM	2018	8	14	Christina Lehmkuhl Noer & Marcus Krag	1	1	individuals			Raja brachyura Lafont, 1871	5216059	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Raja	Raja brachyura	EXACT	97	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM520	520	DMBI01	Bivalvia, Unionidae	Tykskallet Malermusling	Thick shelled river mussel	Unio crassus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	10	Peter Wiberg-Larsen	Denmark	DK	Hågerup Å, Espe Højlodder	UTM: 32 N; E	6116429	588153		Peter Wiberg-Larsen		DNAmark lab	?	?	?	Stine Richter	 DNAprøve 1	Voucher individer 1				Unio crassus Philipsson, 1788	4559558	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Unio	Unio crassus	EXACT	97	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM521	521	DMI56	Diptera	Atherix ibis	yellow-legged water-snipefly,	Atherix ibis		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	1	Peter Wiberg-Larsen	Denmark	DK	Døvling Bæk. Sdr. Grene	UTM: 32 N; E	6199633	491375		Peter Wiberg-Larsen							1	2				Atherix ibis (Fabricius, 1798)	1501514	Animalia	Arthropoda	Insecta	Diptera	Athericidae	Atherix	Atherix ibis	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM522	522	DMI57	Ephemeroptera	Electrogena lateralis	Dusky yellowstreak	Electrogena lateralis		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	8	1	Peter Wiberg-Larsen	Denmark	DK	Mattrup Å, Lillebro	UTM: 32 N; E	6196259	538251		Peter Wiberg-Larsen							1	1				Electrogena lateralis (Curtis, 1834)	4481521	Animalia	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	Electrogena	Electrogena lateralis	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM523	523	DMI58	Ephemeroptera	Sø-Majflue	Common Mayfly	Ephemera vulgata		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	18	Peter Wiberg-Larsen	Denmark	DK	Knudsø, Tulstrup	UTM: 32 N; E	6217955	548764		Peter Wiberg-Larsen							1	1				Ephemera vulgata Linnaeus, 1758	5864880	Animalia	Arthropoda	Insecta	Ephemeroptera	Ephemeridae	Ephemera	Ephemera vulgata	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM524	524	DMI59	Ephemeroptera	Ephemerella notata	Yellow Evening Hawk	Ephemerella notata		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	1	Peter Wiberg-Larsen	Denmark	DK	Karup Å, Estvadgård	UTM: 32 N; E	6264475	499760		Peter Wiberg-Larsen							2	7				Ephemerella notata Eaton, 1887	6931868	Animalia	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella notata	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM525	525	DMI60	Ephemeroptera	Nigrobaetis niger	Southern Iron Blue	Nigrobaetis niger		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	1	Peter Wiberg-Larsen	Denmark	DK	Karup Å, Estvadgård	UTM: 32 N; E	6264475	499760		Peter Wiberg-Larsen							2	6				Nigrobaetis niger (Linnaeus, 1761)	6932170	Animalia	Arthropoda	Insecta	Ephemeroptera	Baetidae	Nigrobaetis	Nigrobaetis niger	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM526	526	DMGA05	Gastropoda	Viviparus viviparus	Common River-Snail	Viviparus viviparus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	7	4	Peter Wiberg-Larsen	Denmark	DK	Gudenå, vejbro ved Randers Regnskov	UTM: 32 N; E	6257333	563709		Peter Wiberg-Larsen							1	3				Viviparus viviparus (Linnaeus, 1758)	5725685	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Viviparus	Viviparus viviparus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM527	527	DMI61	Heteroptera	Dybvandstæge	Aphelocheirus aestivalis	Aphelocheirus aestivalis		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Mattrup Å, Tirsvad Bro	UTM: 32 N; E	6200940	531830		Peter Wiberg-Larsen							1	3				Aphelocheirus aestivalis (Fabricius, 1794)	4485511	Animalia	Arthropoda	Insecta	Hemiptera	Aphelocheiridae	Aphelocheirus	Aphelocheirus aestivalis	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM528	528	DMI62	Heteroptera	Åskøjteløber	river skater	Aquarius najas		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	16	Peter Wiberg-Larsen	Denmark	DK	Stavis Å, Frostens Bro	UTM: 32 N; E	6144726	576875		Peter Wiberg-Larsen							1	3				Aquarius najas (DeGeer, 1773)	5866107	Animalia	Arthropoda	Insecta	Hemiptera	Cimicidae	Cimex	Cimex najas	EXACT	98	SYNONYM	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM529	529	DMI63	Odonata	Almindelig Flodguldsmed	common clubtail	Gomphus vulgatissimus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	19	Peter Wiberg-Larsen	Denmark	DK	Slåen Sø, Ø-bred	UTM: 32 N; E	6219919	538954		Peter Wiberg-Larsen							1	1				Gomphus vulgatissimus Linnaeus, 1758	5051951	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	Gomphus vulgatissimus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM530	530	DMI64	Odonata	Grøn Kølleguldsmed	green snaketail	Ophiogomphus cecilia		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	18	Peter Wiberg-Larsen	Denmark	DK	Gudenå, Ålegårds Bakke	UTM: 32 N; E	6235076	541245		Peter Wiberg-Larsen							1	1				Ophiogomphus cecilia Fourcroy, 1785	1426058	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Ophiogomphus	Ophiogomphus cecilia	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM531	531	DMI65	Plecoptera	Stor slørvinge	Orange-striped stonefly	Perlodes microcephalus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	18	Peter Wiberg-Larsen	Denmark	DK	Gudenå, Dødeå, 850 m OS Klostermøllevej	UTM: 32 N; E	6210891	541950		Peter Wiberg-Larsen							1	1				Perlodes microcephalus (Pictet & F.J., 1833)	2003977	Animalia	Arthropoda	Insecta	Plecoptera	Perlodidae	Perlodes	Perlodes microcephalus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM532	532	DMI66	Plecoptera	Siphonoperla burmeisteri	Siphonoperla burmeisteri	Siphonoperla burmeisteri		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	9	Peter Wiberg-Larsen	Denmark	DK	Sønder Å, Eggebæk	UTM: 32 N; E	6083843	512883		Peter Wiberg-Larsen							1	0				Siphonoperla burmeisteri (Pictet & F.J., 1841)	2003819	Animalia	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Siphonoperla	Siphonoperla burmeisteri	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM533	533	DMI67	Trichoptera	Agapetus ochripes	Agapetus ochripes	Agapetus ochripes		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	16	Peter Wiberg-Larsen	Denmark	DK	Stavis Å, Frostens Bro	UTM: 32 N; E	6144726	576875		Peter Wiberg-Larsen							3	10				Agapetus ochripes Curtis, 1834	1430527	Animalia	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Agapetus	Agapetus ochripes	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM534	534	DMI68	Trichoptera	Brachycentrus maculatus	Brachycentrus maculatus	Brachycentrus maculatus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	19	Peter Wiberg-Larsen	Denmark	DK	Kolding Å, Ejstrup	UTM: 32 N; E	6150692	523595		Peter Wiberg-Larsen							3	3				Brachycentrus maculatum (Fourcroy, 1785)	5054614	Animalia	Arthropoda	Insecta	Trichoptera	Brachycentridae	Brachycentrus	Brachycentrus maculatum	FUZZY	96	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM535	535	DMI69	Trichoptera	Cheumatopsyche lepida	Cheumatopsyche lepida	Cheumatopsyche lepida		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	18	Peter Wiberg-Larsen	Denmark	DK	Gudenå, Ålegårds Bakke	UTM: 32 N; E	6235076	541245		Peter Wiberg-Larsen							2	4				Cheumatopsyche lepida (Pictet, 1834)	1439839	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Cheumatopsyche	Cheumatopsyche lepida	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM536	536	DMI70	Trichoptera	Ecclisopteryx dalecarlica	Ecclisopteryx dalecarlica	Ecclisopteryx dalecarlica		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Skærbæk, 1 km NS Hjøllundvej	UTM: 32 N; E	6214979	526965		Peter Wiberg-Larsen							1	2				Ecclisopteryx dalecarlica Kolenati, 1848	4481911	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Ecclisopteryx	Ecclisopteryx dalecarlica	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM537	537	DMI71	Trichoptera	Hydropsyche fulvipes	Hydropsyche fulvipes	Hydropsyche fulvipes		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Grejsdal, bæk 800 m V f. Kirkeby	UTM: 32 N; E	6177616	534291		Peter Wiberg-Larsen							1	2				Hydropsyche fulvipes (Curtis, 1834)	5054111	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche fulvipes	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM538	538	DMI72	Trichoptera	Hydropsyche pellucidula	Hydropsyche pellucidula	Hydropsyche pellucidula		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	7	Peter Wiberg-Larsen	Denmark	DK	Binderup Å, hovedvej 187	UTM: 32 N; E	6317330	540956		Peter Wiberg-Larsen							1	2				Hydropsyche pellucidula (Curtis, 1834)	5054150	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche pellucidula	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM539	539	DMI73	Trichoptera	Ithytrichia lamellaris	Ithytrichia lamellaris	Ithytrichia lamellaris		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	9	Peter Wiberg-Larsen	Denmark	DK	Sønder Å, Eggebæk	UTM: 32 N; E	6083843	512883		Peter Wiberg-Larsen							3	3				Ithytrichia lamellaris Eaton, 1873	1431966	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Ithytrichia	Ithytrichia lamellaris	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM540	540	DMI74	Trichoptera	Lepidostoma basale 	Lepidostoma basale 	Lepidostoma basale 		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Mattrup Å, Stidsmølle	UTM: 32 N; E	9197750	535461		Peter Wiberg-Larsen							1	2				Lepidostoma basale (Kolenati, 1848)	8117770	Animalia	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostoma	Lepidostoma basale	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM541	541	DMI75	Trichoptera	Limnephilus germanus	Limnephilus germanus	Limnephilus germanus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	20	Peter Wiberg-Larsen	Denmark	DK	Afløb fra Vængsø	UTM: 32 N; E	6209956	540975		Peter Wiberg-Larsen							1	1				Limnephilus germanus McLachlan, 1875	1442555	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus	Limnephilus germanus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM542	542	DMI76	Trichoptera	Lithax obscurus	Lithax obscurus	Lithax obscurus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	22	Peter Wiberg-Larsen	Denmark	DK	Limkilde, Blæsbjerg Skov	UTM: 32 N; E	6141986	576203		Peter Wiberg-Larsen							1	1				Lithax obscurus (Hagen, 1859)	1441518	Animalia	Arthropoda	Insecta	Trichoptera	Goeridae	Lithax	Lithax obscurus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM543	543	DMI77	Trichoptera	Lype reducta	Lype reducta	Lype reducta		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	22	Peter Wiberg-Larsen	Denmark	DK	Limkilde, Blæsbjerg Skov	UTM: 32 N; E	6141986	576203		Peter Wiberg-Larsen							1	3				Lype reducta (Hagen, 1868)	1438868	Animalia	Arthropoda	Insecta	Trichoptera	Psychomyiidae	Lype	Lype reducta	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM544	544	DMI78	Trichoptera	Notidobia ciliaris	Notidobia ciliaris	Notidobia ciliaris		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	19	Peter Wiberg-Larsen	Denmark	DK	Slåen Sø, Ø-bred	UTM: 32 N; E	6219919	538954		Peter Wiberg-Larsen							1	1				Notidobia ciliaris (Linnaeus, 1761)	1435114	Animalia	Arthropoda	Insecta	Trichoptera	Sericostomatidae	Notidobia	Notidobia ciliaris	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM545	545	DMI79	Trichoptera	Odontocerum albicorne	Silver Sedge	Odontocerum albicorne		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Mattrup Å, Stidsmølle	UTM: 32 N; E	9197750	535461		Peter Wiberg-Larsen							1	2				Odontocerum albicorne (Scopoli, 1763)	1437449	Animalia	Arthropoda	Insecta	Trichoptera	Odontoceridae	Odontocerum	Odontocerum albicorne	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM546	546	DMI80	Trichoptera	Philopotamus montanus	Philopotamus montanus	Philopotamus montanus		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	17	Peter Wiberg-Larsen	Denmark	DK	Grejsdal, bæk 800 m V f. Kirkeby	UTM: 32 N; E	6177616	534291		Peter Wiberg-Larsen							1	2				Philopotamus montanus (Donovan, 1813)	1431748	Animalia	Arthropoda	Insecta	Trichoptera	Philopotamidae	Philopotamus	Philopotamus montanus	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM547	547	DMI81	Trichoptera	Potamophylax rotundipennis	Potamophylax rotundipennis	Potamophylax rotundipennis		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	4	22	Peter Wiberg-Larsen	Denmark	DK	Brende Å, Tanderup Kirke	UTM: 32 N; E	6136010	557366		Peter Wiberg-Larsen							1	2				Potamophylax rotundipennis (Brauer, 1857)	5054445	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Potamophylax	Potamophylax rotundipennis	EXACT	98	ACCEPTED	SPECIES																																																																																		
Stine needs to subsample or use whole sample?	PreservedSpecimen		DM548	548	DMI82	Trichoptera	Psychomyia pusilla	Psychomyia pusilla	Psychomyia pusilla		96% Ethanol	part of animal ?	?	96% ethanol	to be taken by CLN	DNAmark	96% ethanol	no	2018	5	22	Peter Wiberg-Larsen	Denmark	DK	Omme Å, 1,5 km OS Ørbæk	UTM: 32 N; E	6189330	488019		Peter Wiberg-Larsen							2	2				Psychomyia pusilla (Fabricius, 1781)	4482345	Animalia	Arthropoda	Insecta	Trichoptera	Psychomyiidae	Psychomyia	Psychomyia pusilla	EXACT	98	ACCEPTED	SPECIES																																																																																		
