basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM1101;DMS-9332804;Pjusket duftpigsvamp;Drab Tooth;Bankera fuligineoalba;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;16; Susanne Rabenborg;Denmark;DK;Bunken Klitplantage;Exact from Svampeatlas;57.6357075;10.4317589;0;Susanne Rabenborg;Bankera fuligineoalba (J.C.Schmidt) Coker & Beers;7873322;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;Bankera fuligineoalba;0;#N/A;Bankera_fuligineoalba_DM1101.fasta
PreservedSpecimen;DM1102;DMS-9332833;Almindelig guldgaffel;Jelly-antler;Calocera viscosa;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;18; Susanne Rabenborg;Denmark;DK;Tornby Strand;Exact from Svampeatlas;57.551695;9.915295;0;Susanne Rabenborg;Calocera viscosa (Pers.) Fr.;9134585;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera viscosa;0;#N/A;Calocera_viscosa_DM1102.fasta
PreservedSpecimen;DM1103;DMS-9317477;Microbotryum tragopogonis-pratensis;Microbotryum tragopogonis-pratensis;Microbotryum tragopogonis-pratensis;Fresh;Fruitbody;Natural History Museum of Denmark;2018;6;3; Susanne Rabenborg;Denmark;DK;Hellighøje;Exact from Svampeatlas;57.0864167;10.1467667;0;Susanne Rabenborg;Microbotryum tragopogonis-pratensis (Pers.) R.Bauer & Oberw.;2556077;Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum;Microbotryum tragopogonis-pratensis;0;#N/A;Microbotryum_tragopogonis-pratensis_DM1103.fasta
PreservedSpecimen;DM1104;DMS-9317529;Puccinia coronata;Oat crown rust;Puccinia coronata;Fresh;Fruitbody;Natural History Museum of Denmark;2018;6;3; Susanne Rabenborg;Denmark;DK;Hellighøje;Exact from Svampeatlas;57.0862301;10.1501484;0;Susanne Rabenborg;Puccinia coronata Corda;2514774;Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia coronata;0;MT512649;Puccinia_coronata_DM1104.fasta
PreservedSpecimen;DM1105;DMS-9333452;Stokrose-rust;Hollyhock Rust;Puccinia malvacearum;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;20; Susanne Rabenborg;Denmark;DK;Gammel Agersted;Exact from Svampeatlas;57.2111034;10.3800158;0;Susanne Rabenborg;Puccinia malvacearum Bertero ex Mont.;2514679;Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia malvacearum;0;#N/A;Puccinia_malvacearum_DM1105.fasta
PreservedSpecimen;DM1156;DMS-9337537;Almindelig judasøre;Wood ear;Auricularia auricula-judae;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;28;Susanne Rabenborg;Denmark;DK;Sulbæk;Exact from Svampeatlas;57.3645432;10.516139;0;Susanne Rabenborg;Auricularia auricula-judae (Bull.) Quél.;5249271;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia auricula-judae;0;#N/A;Auricularia_auricula-judae_DM1156.fasta
PreservedSpecimen;DM1157;DMS-9340187;Rynket troldkølle;Clavulina rugosa;Clavulina rugosa;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;3;Susanne Rabenborg;Denmark;DK;Allerup Bakker;Exact from Svampeatlas;57.2444618;10.226954;0;Susanne Rabenborg;Clavulina rugosa (Bull.) J. Schröt., 1888;0;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina;Clavulina rugosa;0;#N/A;Clavulina_rugosa_DM1157.fasta
PreservedSpecimen;DM1159;DMS-9344671;Gul bævresvamp;Witches' butter;Tremella mesenterica;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;9;Susanne Rabenborg;Denmark;DK;Kjeldgaards/Gybels Plantage;Exact from Svampeatlas;57.3216788;10.5008183;0;Susanne Rabenborg;Tremella mesenterica Retz.;7577590;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella mesenterica;0;#N/A;Tremella_mesenterica_DM1159.fasta
PreservedSpecimen;DM1160;DMS-9345709;Elle-spejlporesvamp;Mensularia radiata;Mensularia radiata;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;18;Susanne Rabenborg;Denmark;DK;Bangsbo Skov;Exact from Svampeatlas;57.4193767;10.51136;0;Susanne Rabenborg;Mensularia radiata (Sowerby) Lázaro Ibiza;2521199;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Xanthoporia;Mensularia radiata;0;#N/A;Mensularia_radiata_DM1160.fasta
PreservedSpecimen;DM1161;DMS-9344891;Almindelig stinksvamp;Stinkhorn;Phallus impudicus;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;16;Susanne Rabenborg;Denmark;DK;Kjeldgaards/Gybels Plantage;Exact from Svampeatlas;57.3185274;10.5051098;0;Susanne Rabenborg;Phallus impudicus L., 1753;8338262;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;Phallus impudicus;0;MT512648;Phallus_impudicus_DM1161.fasta
PreservedSpecimen;DM1162;DMS-9316350;Entyloma ficariae;Entyloma ficariae;Entyloma ficariae;Fresh;Fruitbody;Natural History Museum of Denmark;2018;5;6;Susanne Rabenborg;Denmark;DK;0;Exact from Svampeatlas;57.1544226;10.2867351;0;Susanne Rabenborg;Entyloma ficariae A.A.Fisch.Waldh.;2513576;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Entyloma;Entyloma ficariae;0;#N/A;Entyloma_ficariae_DM1162.fasta
PreservedSpecimen;DM1163;DMS-9337535;Tyttebærkvist-bøllesvamp;Dwarfing redleaf;Exobasidium juelianum;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;28;Susanne Rabenborg;Denmark;DK;Professorens Plantage;Exact from Svampeatlas;57.2809681;10.5359144;0;Susanne Rabenborg;Exobasidium juelianum Nannf.;2513247;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Exobasidiaceae;Exobasidium;Exobasidium juelianum;0;#N/A;Exobasidium_juelianum_DM1163.fasta
PreservedSpecimen;DM1164;DMS-9318171;Tyttebærblad-bøllesvamp;Exobasidium vaccinii;Exobasidium vaccinii;Fresh;Fruitbody;Natural History Museum of Denmark;2018;6;19;Susanne Rabenborg;Denmark;DK;Professorens Plantage;Exact from Svampeatlas;57.2811769;10.5380173;0;Susanne Rabenborg;Exobasidium vaccinii (Fuckel) Woronin;9589545;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Exobasidiaceae;Exobasidium;Exobasidium vaccinii;0;#N/A;Exobasidium_vaccinii_DM1164.fasta
PreservedSpecimen;DM1165;DMS-9317384;Fladstjerne-støvbladrust;Microbotryum stellariae;Microbotryum stellariae;Fresh;Fruitbody;Natural History Museum of Denmark;2018;5;31;Susanne Rabenborg;Denmark;DK;Sæbygård;Exact from Svampeatlas;57.3321043;10.481369;0;Susanne Rabenborg;Microbotryum stellariae (Sowerby) G.Deml & Oberw.;2556182;Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum;Microbotryum stellariae;0;#N/A;Microbotryum_stellariae_DM1165.fasta
PreservedSpecimen;DM1170;DMS-9332200;Sveden sodporesvamp;Smoky polypore;Bjerkandera adusta;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;18;Lise Samsø;Denmark;DK;Skjørring Nederskov;Exact from Svampeatlas;56.1693659;9.9018359;0;Lise Samsø;Bjerkandera adusta (Willd.) P.Karst.;2543824;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Bjerkandera;Bjerkandera adusta;0;#N/A;Bjerkandera_adusta_DM1170.fasta
PreservedSpecimen;DM1171;DMS-9332311;Majs-brand ;Smut fungi;Ustilago maydis;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;18;Lise Samsø & Helle Samsø Madsen;Denmark;DK;Beckmanns Plantage;Exact from Svampeatlas;54.8158955;9.2912793;0;Lise Samsø ;Ustilago maydis (DC.) Corda;2557469;Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago maydis;0;#N/A;Ustilago_maydis_DM1171.fasta
PreservedSpecimen;DM1172;DMS-9332002;Violet ametysthat;Amethyst deceiver;Laccaria amethystina;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;18;Lise Samsø;Denmark;DK;Skjørring Nederskov;Exact from Svampeatlas;56.1678487;9.9016428;0;Lise Samsø;Laccaria amethystina (Huds.) Cooke;2530983;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria;Laccaria amethystina;0;#N/A;Laccaria_amethystina_DM1172.fasta
PreservedSpecimen;DM1173;DMS-9331995;Rank koralsvamp;Strict-branch coral;Ramaria stricta;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;18;Lise Samsø;Denmark;DK;Skjørring Nederskov;Exact from Svampeatlas;56.1687806;9.8988962;0;Lise Samsø;Ramaria stricta (Pers.) Quél.;8869949;Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria stricta;0;#N/A;Ramaria_stricta_DM1173.fasta
PreservedSpecimen;DM1174;DMS-9344646;Gulplettet ridderhat;Yellowing knight mushroom;Tricholoma scalpturatum;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;14;Lise Samsø;Denmark;DK;Skjørring Nederskov;Exact from Svampeatlas;56.1686014;9.9008811;0;Lise Samsø;Tricholoma scalpturatum (Fr.) Quél.;5241821;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma scalpturatum;0;#N/A;Tricholoma_scalpturatum_DM1174.fasta
PreservedSpecimen;DM1175;DMS-9351546;Pile-bævretop ;Amber Jelly fungus;Exidia recisa;Fresh;Fruitbody;Natural History Museum of Denmark;2018;11;17;David Boertmann & Hanne Petra Katballe;Denmark;DK;Hoverdal Plantage;Exact from Svampeatlas;56.1668422;8.3896709;0;David Boertmann;Exidia recisa (Ditmar) Fr.;2553588;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Exidia;Exidia recisa;0;#N/A;Exidia_recisa_DM1175.fasta
PreservedSpecimen;DM1177;DMS-9351549;Ege-tandsvamp ;Xylodon quercinus;0;Fresh;Fruitbody;Natural History Museum of Denmark;2018;11;17;David Boertmann & Hanne Petra Katballe;Denmark;DK;Hoverdal Plantage;Exact from Svampeatlas;56.1668869;8.3894028;0;David Boertmann;Xylodon quercinus (Pers.) Gray;2518886;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Xylodon quercinus;0;#N/A;Xylodon_quercinus_DM1177.fasta
PreservedSpecimen;DM1178;DMS-9349540;Grov ildporesvamp;Fuscoporia contigua;Fuscoporia contigua;Fresh;Fruitbody;Natural History Museum of Denmark;2018;11;3;David Boertmann & Hanne Petra Katballe;Denmark;DK;Nymindegab ;Exact from Svampeatlas;55.8185844;8.18523;0;David Boertmann;Fuscoporia contigua (Pers.) G.Cunn., 1948;2520283;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fuscoporia;Fuscoporia contigua;0;#N/A;Fuscoporia_contigua_DM1178.fasta
PreservedSpecimen;DM1179;DMS-9330308;Grå slimslør;slimy spike-cap;Gomphidius glutinosus;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;15;David Boertmann & Hanne Petra Katballe;Denmark;DK;Hoverdal Plantage;Exact from Svampeatlas;56.1739884;8.4006408;0;David Boertmann;Gomphidius glutinosus (Schaeff.) Fr.;2525027;Fungi;Basidiomycota;Agaricomycetes;Boletales;Gomphidiaceae;Gomphidius;Gomphidius glutinosus;0;#N/A;Gomphidius_glutinosus_DM1179.fasta
PreservedSpecimen;DM1180;DMS-9347470;Dværg-stjernebold ;Dwarf Earthstar;Geastrum schmidelii;Fresh;Fruitbody;Natural History Museum of Denmark;2018;10;25;Hanne Petra Katballe & David Boertmann;Denmark;DK;Melby Overdrev;Exact from Svampeatlas;56.0239674;11.9920579;0;Hanne Petra Katballe;Geastrum schmidelii Vittad.;2554329;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Geastrum;Geastrum schmidelii;0;#N/A;Geastrum_schmidelii_DM1180.fasta
PreservedSpecimen;DM1181;DMS-9330337;Ene-lædersvamp ;Amylostereum laevigatum;Amylostereum laevigatum;Fresh;Fruitbody;Natural History Museum of Denmark;2018;9;15;David Boertmann & Hanne Petra Katballe;Denmark;DK;Hoverdal Plantage;Exact from Svampeatlas;56.1754695;8.4034732;0;David Boertmann;Amylostereum laevigatum (Fr.) Boidin;2552515;Fungi;Basidiomycota;Agaricomycetes;Russulales;Amylostereaceae;Amylostereum;Amylostereum laevigatum;0;#N/A;Amylostereum_laevigatum_DM1181.fasta
PreservedSpecimen;DM1182;DMS-9351550;Rosa barkskind;Corticium roseum;Corticium roseum;Fresh;Fruitbody;Natural History Museum of Denmark;2018;11;17;Hanne Petra Katballe & David Boertmann;Denmark;DK;Hoverdal Plantage;Exact from Svampeatlas;56.1677053;8.3897354;0;Hanne Petra Katballe;Corticium roseum Pers., 1794;3289084;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Corticium;Corticium roseum;0;#N/A;Corticium_roseum_DM1182.fasta
PreservedSpecimen;DM1429;0;Cortinarius xanthoochraceus;Cortinarius xanthoochraceus;Cortinarius xanthoochraceus;Fresh;Fruitbody;Natural History Museum of Denmark;2019;0;0;0;0;0;0;0;0;0;0;0;Cortinarius xantho-ochraceus P.D.Orton;2529335;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius xanthoochraceus;0;0;Cortinarius_xanthoochraceus_DM1429.fasta
PreservedSpecimen;DM1430;0;Cortinarius caroviolaceus;Cortinarius caroviolaceus;Cortinarius caroviolaceus;Fresh;Fruitbody;Natural History Museum of Denmark;2019;0;0;0;0;0;0;0;0;0;0;0;Cortinarius caroviolaceus P.D.Orton;2529008;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius caroviolaceus;0;0;Cortinarius_caroviolaceus_DM1430.fasta
PreservedSpecimen;DM112;CP0019045;Trind Fyrremos;Schreber's big red stem moss;Pleurozium schreberi;Dried;Part of moss;Natural History Museum of Denmark;1968;7;27;0;Danmark;DK;Sjælland, Tengslemark Lyng, nordlige del;Coordinate from google maps;55.926431;11.530134;0;Niels Jacobsen;Pleurozium schreberi Mitten, 1869;2679715;Plantae;Bryophyta;Bryopsida;Hypnales;Hylocomiaceae;Pleurozium;Pleurozium schreberi;0;#N/A;Pleurozium_schreberi_DM112.fasta
PreservedSpecimen;DM113;CP0020121;Brodspids-tørvemos;Flat-topped bogmoss;Sphagnum fallax;Dried;Part of moss;Natural History Museum of Denmark;1968;8;23;0;Danmark;DK;Sortemose lige øst for Allerød, Sjælland, Danmark;Coordinate from google maps;55.868349;12.368275;0;Niels Jacobsen;Sphagnum fallax Klinggräff, 1881;2669002;Plantae;Bryophyta;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum;Sphagnum fallax;0;#N/A;Sphagnum_fallax_DM113.fasta
PreservedSpecimen;DM114;C-M-9926;Almindelig cypresmos;Cypress-leaved plaitmoss;Hypnum cupressiforme;Dried;Part of moss;Natural History Museum of Denmark;1989;3;27;0;Denmark;DK;Jyll., Kjellerup, Hvam, Kongemose;Coordinate from google maps;56.331403;9.31794;0;G. S. Mogensen;Hypnum cupressiforme Hedwig, 1801;2681972;Plantae;Bryophyta;Bryopsida;Hypnales;Hypnaceae;Hypnum;Hypnum cupressiforme;0;#N/A;Hypnum_cupressiforme_DM114.fasta
PreservedSpecimen;DM115;C-M-9927;Almindelig fladmos;Flat neckera;Alleniella complanata;Dried;Part of moss;Natural History Museum of Denmark;2000;3;18;0;Denmark;DK;Fyn, Damsboskovene, Tjærehaver, Hattebæk;Coordinate from google maps;55.167581;10.137495;0;G. S. Mogensen;Alleniella complanata (Hedw.) S.Olsson, Enroth & D.Quandt;8232782;Plantae;Bryophyta;Bryopsida;Leucodontales;Neckeraceae;Alleniella;Alleniella complanata;0;#N/A;Alleniella_complanata_DM115.fasta
PreservedSpecimen;DM117;DDCC-0001;Euastrum binale v. gutvinskii;Euastrum binale v. gutvinskii;Euastrum binale;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Stastny, J.;Euastrum binale var. gutwinskii (Schmidle) Krieger;7686638;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Euastrum;Euastrum binale;Euastrum binale var. gutwinskii;#N/A;Euastrum_binale_DM117.fasta
PreservedSpecimen;DM118;DDCC-0002;Cylindrocystis brebissonii;Cylindrocystis brebissonii;Cylindrocystis brebissonii;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Stastny, J.;Cylindrocystis brebissonii (Menegh. ex Ralfs) de Bary;2646637;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Mesotaeniaceae;Cylindrocystis;Cylindrocystis brebissonii;0;#N/A;Cylindrocystis_brebissonii_DM118.fasta
PreservedSpecimen;DM119;DDCC-0003;Euastrum binale v. gutvinskii;Euastrum binale v. gutvinskii;Euastrum binale;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Stastny, J.;Euastrum binale var. gutwinskii (Schmidle) Krieger;7686638;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Euastrum;Euastrum binale;Euastrum binale var. gutwinskii;#N/A;Euastrum_binale_DM119.fasta
PreservedSpecimen;DM120;DDCC-0004;Staurastrum scabrum;Staurastrum scabrum;Staurastrum scabrum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Stastny, J.;Staurastrum scabrum Brebisson;2648017;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum scabrum;0;#N/A;Staurastrum_scabrum_DM120.fasta
PreservedSpecimen;DM121;DDCC-0005;Staurastrum paradoxum;Staurastrum paradoxum;Staurastrum paradoxum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;0;0;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G/Stastny, J.;Staurastrum paradoxum Meyen ex Ralfs;2648078;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum paradoxum;0;#N/A;Staurastrum_paradoxum_DM121.fasta
PreservedSpecimen;DM122;DDCC-0006;Cosmarium amoenum;Cosmarium amoenum;Cosmarium amoenum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G/Stastny, J.;Cosmarium amoenum Bréb. ex Ralfs;7656645;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium amoenum;0;#N/A;Cosmarium_amoenum_DM122.fasta
PreservedSpecimen;DM123;DDCC-0007;Staurastrum margaritaceum;Staurastrum margaritaceum;Staurastrum margaritaceum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G./ Stastny, J.;Staurastrum margaritaceum Menegh. ex Ralfs;2647743;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum margaritaceum;0;#N/A;Staurastrum_margaritaceum_DM123.fasta
PreservedSpecimen;DM124;DDCC-0008;Staurastrum margaritaceum;Staurastrum margaritaceum;Staurastrum margaritaceum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G./ Stastny, J.;Staurastrum margaritaceum Menegh. ex Ralfs;2647743;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum margaritaceum;0;#N/A;Staurastrum_margaritaceum_DM124.fasta
PreservedSpecimen;DM125;DDCC-0009;Cosmarium amoenum;Cosmarium amoenum;Cosmarium amoenum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;12;29;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G.;Cosmarium amoenum Bréb. ex Ralfs;7656645;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium amoenum;0;#N/A;Cosmarium_amoenum_DM125.fasta
PreservedSpecimen;DM126;DDCC-0010;Staurastrum paradoxum;Staurastrum paradoxum;Staurastrum paradoxum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;0;0;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G.;Staurastrum paradoxum Meyen ex Ralfs;2648078;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum paradoxum;0;#N/A;Staurastrum_paradoxum_DM126.fasta
PreservedSpecimen;DM127;DDCC-0011;Staurastrum paradoxum;Staurastrum paradoxum;Staurastrum paradoxum;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;0;0;Hansen, G.;Denmark;DK;Storelung, Funen;Exact;55.254867;10.258068;0;Hansen, G./ Stastny, J.;Staurastrum paradoxum Meyen ex Ralfs;2648078;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Staurastrum;Staurastrum paradoxum;0;#N/A;Staurastrum_paradoxum_DM127.fasta
PreservedSpecimen;DM128;DDCC-0012;Mesotaenium caldariorum;Mesotaenium caldariorum;Mesotaenium caldariorum;Media;Centrifuged pellet;Natural History Museum of Denmark;1949;7;5;Christensen, T.;Denmark;DK;Engestofte Park, Lolland.;Coordinate from google maps;54.762329;11.561553;0;Christensen, T.;Mesotaenium caldariorum (Lagerheim) Hansgirg;2646698;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Mesotaeniaceae;Mesotaenium;Mesotaenium caldariorum;0;#N/A;Mesotaenium_caldariorum_DM128.fasta
PreservedSpecimen;DM129;DDCC-0013;Cosmarium obtusatum;Cosmarium obtusatum;Cosmarium obtusatum;Media;Centrifuged pellet;Natural History Museum of Denmark;1956;6;3;Christensen, T.;Denmark;DK;small pond near Snoldelev;Coordinate from google maps;55.569809;12.133336;0;Christensen, T.;Cosmarium obtusatum Schmidle;5274561;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium obtusatum;0;#N/A;Cosmarium_obtusatum_DM129.fasta
PreservedSpecimen;DM130;DDCC-0016;Cosmarium turpinii v. podolicum;Cosmarium turpinii v. podolicum;Cosmarium turpinii;Media;Centrifuged pellet;Natural History Museum of Denmark;2008;10;6;Daugbjerg, N.;Denmark;DK;Attemose;Exact;55.8209;12.5113;0;Hansen, G.;Cosmarium turpinii Bréb., 1856;5274440;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium turpinii;Cosmarium turpinii var. podolicum;#N/A;Cosmarium_turpinii_DM130.fasta
PreservedSpecimen;DM131;DDCC-0017;Micrasterias truncata;Micrasterias truncata;Micrasterias truncata;Media;Centrifuged pellet;Natural History Museum of Denmark;2009;5;31;Moestrup, Ø.;Denmark;DK;Trold Sø;Exact;56.0114;9.4025;0;Hansen, G.;Micrasterias truncata (Corda) Bréb. ex Ralfs;2647502;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias truncata;0;#N/A;Micrasterias_truncata_DM131.fasta
PreservedSpecimen;DM132;DDCC-0018;Micrasterias truncata;Micrasterias truncata;Micrasterias truncata;Media;Centrifuged pellet;Natural History Museum of Denmark;2009;5;31;Moestrup, Ø.;Denmark;DK;Trold Sø;Exact;56.0114;9.4025;0;Hansen, G.;Micrasterias truncata (Corda) Bréb. ex Ralfs;2647502;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias truncata;0;#N/A;Micrasterias_truncata_DM132.fasta
PreservedSpecimen;DM133;DDCC-0020;Cosmarium subprotumidum;Cosmarium subprotumidum;Cosmarium subprotumidum;Media;Centrifuged pellet;Natural History Museum of Denmark;2014;11;19;Daugbjerg, N.;Denmark;DK;Fælledparken;Approximate;55.70235;12.5657;0;Hansen, G.;Cosmarium subprotumidum Nordst.;5273781;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium subprotumidum;0;#N/A;Cosmarium_subprotumidum_DM133.fasta
PreservedSpecimen;DM134;DDCC-0021;Closterium venus;Closterium venus;Closterium venus;Media;Centrifuged pellet;Natural History Museum of Denmark;2014;11;19;Daugbjerg, N.;Denmark;DK;Fælledparken;Approximate;55.70235;12.5657;0;Hansen, G.;Closterium venus Kütz. ex Ralfs;2646605;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Closteriaceae;Closterium;Closterium venus;0;#N/A;Closterium_venus_DM134.fasta
PreservedSpecimen;DM135;DDCC-0022;Hyalotheca dissiliens;Hyalotheca dissiliens;Hyalotheca dissiliens;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;4;9;Hansen, G.;Denmark;DK;Meldgaard Sø;Exact;56.0129;9.0996;0;Hansen, G.;Hyalotheca dissiliens Bréb. ex Ralfs;2649620;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Hyalotheca;Hyalotheca dissiliens;0;#N/A;Hyalotheca_dissiliens_DM135.fasta
PreservedSpecimen;DM136;DDCC-0023;Micrasterias rotata;Micrasterias rotata;Micrasterias rotata;Media;Centrifuged pellet;Natural History Museum of Denmark;2016;4;9;Hansen, G.;Denmark;DK;Meldgaard Sø;Exact;56.0129;9.0996;0;Hansen, G.;Micrasterias rotata (Grev.) Ralfs;2647513;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Micrasterias;Micrasterias rotata;0;#N/A;Micrasterias_rotata_DM136.fasta
PreservedSpecimen;DM137;DDCC-0024;Cosmarium reniforme;Cosmarium reniforme;Cosmarium reniforme;Media;Centrifuged pellet;Natural History Museum of Denmark;2008;10;6;Daugbjerg, N.;Denmark;DK;Attemose;Exact;55.8209;12.5113;0;Stastny, J.;Cosmarium reniforme (Ralfs) W.Archer;5274589;Plantae;Charophyta;Zygnematophyceae;Zygnematales;Desmidiaceae;Cosmarium;Cosmarium reniforme;0;#N/A;Cosmarium_reniforme_DM137.fasta
