basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM256;309001;Contarinia rumicis;Contarinia rumicis;Contarinia rumicis;96% ethanol;Larvae;Natural History Museum of Denmark;2017;6;20;Hans Henrik Bruun;Denmark;DK;Universitetsparken, København, NEZ;Area, Coordinate from google maps;55.701294;12.559438;0;Hans Henrik Bruun;Contarinia rumicis (Loew, 1850);8010022;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Contarinia;Contarinia rumicis;0;#N/A;Contarinia_rumicis_DM256.fasta
PreservedSpecimen;DM257;309002;Neomikiella lychnidis;Neomikiella lychnidis;Neomikiella lychnidis;96% ethanol;Larvae;Natural History Museum of Denmark;2016;8;3;Hans Henrik Bruun;Denmark;DK;Bjergene, Fårevejle, NWZ;Area, Coordinate from google maps;55.793839;11.395919;0;Hans Henrik Bruun;Neomikiella lychnidis (Vallot, 1827);1593705;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Neomikiella;Neomikiella lychnidis;0;#N/A;Neomikiella_lychnidis_DM257.fasta
PreservedSpecimen;DM258;309003;Båndpilbladgalmyg;Gall midge;Rabdophaga marginemtorquens;96% ethanol;Larvae;Natural History Museum of Denmark;2016;8;8;Hans Henrik Bruun;Denmark;DK;De gamles By, København, NEZ;Area, Coordinate from google maps;55.6945;12.558126;0;Hans Henrik Bruun;Rabdophaga marginemtorquens (Bremi, 1847);1601157;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Rabdophaga;Rabdophaga marginemtorquens;0;MT483650;Rabdophaga_marginemtorquens_DM258.fasta
PreservedSpecimen;DM259;309004;Mjødurtgalmyg;Dasineura ulmaria;Dasineura ulmaria;96% ethanol;Larvae;Natural History Museum of Denmark;2017;8;1;Hans Henrik Bruun;Denmark;DK;Klinteskov-Tissø, NWZ;Area, Coordinate from google maps;55.584569;11.333334;0;Hans Henrik Bruun;Dasineura ulmaria (Bremi, 1847);1594941;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Dasineura;Dasineura ulmaria;0;#N/A;Dasineura_ulmaria_DM259.fasta
PreservedSpecimen;DM341;ZMUC-CRU-6237 = NHMD-84081;Flodkrebs;Noble crayfish;Astacus astacus;Ethanol;Muscle;Natural History Museum of Denmark;2015;5;15;W.B. Larsen & S. Agersnap;Denmark;DK;Sankt Jørgen Sø, København, fælde;Area, Coordinate from google maps;55.689493;12.566944;0;W.B. Larsen;Astacus astacus (Linnaeus, 1758);2226998;Animalia;Arthropoda;Malacostraca;Decapoda;Astacidae;Astacus;Astacus astacus;0;#N/A;Astacus_astacus_DM341.fasta
PreservedSpecimen;DM342;ZMUC-CRU-6246 = NHMD-84090;Galizisk sumpkrebs;Narrow-clawed crayfish;Astacus leptodactylus;Ethanol;Muscle;Natural History Museum of Denmark;2015;3;23;W.B. Larsen & S. Agersnap;Denmark;DK;Damhussøen, fælde;Area, Coordinate from google maps;55.680443;12.472291;0;W.B. Larsen;Astacus leptodactylus Eschscholtz, 1823;4417551;Animalia;Arthropoda;Malacostraca;Decapoda;Astacidae;Pontastacus;Astacus leptodactylus;0;#N/A;Astacus_leptodactylus_DM342.fasta
PreservedSpecimen;DM343;ZMUC-CRU-6236 = NHMD-84080;Signalkrebs;Signal crayfish;Pacifastacus leniusculus;Ethanol;Muscle;Natural History Museum of Denmark;2015;3;17;W.B. Larsen & S. Agersnap;Denmark;DK;Nydam, fælde;Coordinate missing;56.019094;10.449945;Coordinat missing;W.B. Larsen;Pacifastacus leniusculus (Dana, 1852);2226990;Animalia;Arthropoda;Malacostraca;Decapoda;Astacidae;Pacifastacus;Pacifastacus leniusculus;0;#N/A;Pacifastacus_leniusculus_DM343.fasta
PreservedSpecimen;DM374;NHMD-232312;Muslingeskalkrebs;Holarctic clam shrimp;Lynceus brachyurus;96% ethanol;Whole animal;Natural History Museum of Denmark;2017;4;28;Jørgen Olesen;Denmark;DK;Jægersborg Dyrehave, pond close to Trepilelågen;Exact;55.793111;12.581111;0;Jørgen Olesen;Lynceus brachyurus Müller, 1776;2234665;Animalia;Arthropoda;Branchiopoda;Diplostraca;Lynceidae;Lynceus;Lynceus brachyurus;0;#N/A;Lynceus_brachyurus_DM374.fasta
PreservedSpecimen;DM403;NHMD296559;Grøn bredtæge;Green shield bug;Palomena prasina;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Palomena prasina (Linnaeus, 1761);4485776;Animalia;Arthropoda;Insecta;Hemiptera;Pentatomidae;Palomena;Palomena prasina;0;#N/A;Palomena_prasina_DM403.fasta
PreservedSpecimen;DM404;NHMD296560;Dobbeltbåndet Svirreflue;Marmalade hoverfly;Episyrphus balteatus;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Episyrphus balteatus (De Geer, 1776);1536449;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Episyrphus;Episyrphus balteatus;0;#N/A;Episyrphus_balteatus_DM404.fasta
PreservedSpecimen;DM405;0;Stenskolopender;Brown centipede;Lithobius forficatus;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Lithobius forficatus Linnaeus, 1758;2230246;Animalia;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;Lithobius;Lithobius forficatus;0;#N/A;Lithobius_forficatus_DM405.fasta
PreservedSpecimen;DM406;NHMD296561;Almindelig skorpionflue;Common scorpionfly;Panorpa communis;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Panorpa communis Linnaeus, 1758;5742495;Animalia;Arthropoda;Insecta;Mecoptera;Panorpidae;Panorpa;Panorpa communis;0;#N/A;Panorpa_communis_DM406.fasta
PreservedSpecimen;DM407;NHMD296562;Buskgræshoppe;Dark bush-cricket;Pholidoptera griseoaptera;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Pholidoptera griseoaptera (De Geer, 1773);1695297;Animalia;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Pholidoptera;Pholidoptera griseoaptera;0;#N/A;Pholidoptera_griseoaptera_DM407.fasta
PreservedSpecimen;DM408;NHMD296563;Stor gedehams;European hornet;Vespa crabro;Dried;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Vespa crabro Linnaeus;1311527;Animalia;Arthropoda;Insecta;Hymenoptera;Vespidae;Vespa;Vespa crabro;0;#N/A;Vespa_crabro_DM408.fasta
PreservedSpecimen;DM409;0;Mejeredderkop;Longbodied cellar spider;Pholcus phalangioides;96% ethanol;3 legs;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Pholcus phalangioides (Fuesslin, 1775);2149937;Animalia;Arthropoda;Arachnida;Araneae;Pholcidae;Pholcus;Pholcus phalangioides;0;#N/A;Pholcus_phalangioides_DM409.fasta
PreservedSpecimen;DM410;0;Mastigusa arietina;Mastigusa arietina;Mastigusa arietina;ethanol;2 legs;Natural History Museum of Denmark;2018;5;13;Nikolaj Scharff & Filippo Castellucci;Denmark;DK;Formica rufa nest in Gribskov (NEZ);Exact;55,967627 ;12.316462;0;Nikolaj Scharff & Filippo Castellucci;Mastigusa arietina (Thorell, 1871);2144850;Animalia;Arthropoda;Arachnida;Araneae;Hahniidae;Mastigusa;Mastigusa arietina;0;#N/A;Mastigusa_arietina_DM410.fasta
PreservedSpecimen;DM411;0;Hvepseedderkop ;Wasp spider;Argiope bruennichi;96% ethanol;Leg;Natural History Museum of Denmark;2017;8;18;Terrestrisk Zoologi Feltkursus;Denmark;DK;Kristiansminde Feltstation, Sorø, Sjælland;Area, Coordinate from google maps;55.418747;11.586796;0;Philip Francis Thompsen & Alexey Solodovnikov;Argiope bruennichi (Scopoli, 1772);5170994;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Argiope;Argiope bruennichi;0;#N/A;Argiope_bruennichi_DM411.fasta
PreservedSpecimen;DM412;SNMMJ-1041;Rød slavemyre;Red-barbed slaveant;Formica rufibarbis;Ethanol;Whole animal;Natural History Museum of Denmark;2017;6;26;Myrejagten, SNM;Denmark;DK;Råbjerg plantage, Tversted, Jylland;Exact;57.61888955;10.29954961;0;Julie Koch Sheard ;Formica rufibarbis Fabricius, 1793;1315117;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;Formica rufibarbis;0;#N/A;Formica_rufibarbis_DM412.fasta
PreservedSpecimen;DM413;SNMMJ-1548;Lille skovmyre;European red wood ant;Formica polyctena;Ethanol;Whole animal;Natural History Museum of Denmark;2018;4;23;Myrejagten, SNM;Denmark;DK;Vrøgum klitplantage, Øster Vrøgum, Jylland;Exact;55.6571308526302;8.28807305404366;0;Julie Koch Sheard ;Formica polyctena Foerster, 1850;1315169;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;Formica polyctena;0;#N/A;Formica_polyctena_DM413.fasta
PreservedSpecimen;DM414;SNMMJ-0798;Sort slavemyre;Slaveant;Formica fusca;Ethanol;Whole animal;Natural History Museum of Denmark;2017;7;1;Myrejagten, SNM;Denmark;DK;Grøndalvej, Fanø, Jylland;Exact;55.4396657170558;8.3819031715393;0;Julie Koch Sheard ;Formica fusca Linnaeus, 1758;1314881;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;Formica fusca;0;#N/A;Formica_fusca_DM414.fasta
PreservedSpecimen;DM415;SNMMJ-0376;Sort havemyre;Black garden ant;Lasius niger;Ethanol;Whole animal;Natural History Museum of Denmark;2017;6;30;Myrejagten, SNM;Denmark;DK;Elling Kommuneplantage, Elling, Jylland;Exact;57.48069159;10.44525993;0;Julie Koch Sheard ;Lasius niger (Linnaeus, 1758);5035785;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;Lasius niger;0;#N/A;Lasius_niger_DM415.fasta
PreservedSpecimen;DM416;SNMMJ-0804;Barkmyre;Leptothorax acervorum;Leptothorax acervorum;Ethanol;Whole animal;Natural History Museum of Denmark;2017;7;1;Myrejagten, SNM;Denmark;DK;Rindby Strand, Fanø, Jylland;Exact;55.41082067;8.39068111;0;Julie Koch Sheard ;Leptothorax acervorum (Fabricius, 1793);1323916;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Leptothorax;Leptothorax acervorum;0;#N/A;Leptothorax_acervorum_DM416.fasta
PreservedSpecimen;DM417;SNMMJ-1799;Græstørvmyre;Pavement ant;Tetramorium caespitum;Ethanol;3 legs;Natural History Museum of Denmark;2018;5;26;Myrejagten, SNM;Denmark;DK;0;Exact;55.57194362;8.30867894;0;Julie Koch Sheard ;Tetramorium caespitum (Linnaeus, 1758);1323381;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Tetramorium;Tetramorium caespitum;0;#N/A;Tetramorium_caespitum_DM417.fasta
PreservedSpecimen;DM521;309005;Atherix ibis;Yellow-legged water-snipefly;Atherix ibis;96% ethanol;Part of animal;Natural History Museum of Denmark;2018;5;1;Peter Wiberg-Larsen;Denmark;DK;Døvling Bæk. Sdr. Grene;Exact;55.94200013;8.861914195;0;Peter Wiberg-Larsen;Atherix ibis (Fabricius, 1798);1501514;Animalia;Arthropoda;Insecta;Diptera;Athericidae;Atherix;Atherix ibis;0;#N/A;Atherix_ibis_DM521.fasta
PreservedSpecimen;DM522;309006;Electrogena lateralis;Dusky yellowstreak;Electrogena lateralis;96% ethanol;2 legs;Natural History Museum of Denmark;2018;8;1;Peter Wiberg-Larsen;Denmark;DK;Mattrup Å, Lillebro;Exact;55.91024204;9.611900058;0;Peter Wiberg-Larsen;Electrogena lateralis (Curtis, 1834);4481521;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Electrogena;Electrogena lateralis;0;#N/A;Electrogena_lateralis_DM522.fasta
PreservedSpecimen;DM523;309007;Sø-majflue;Common mayfly;Ephemera vulgata;96% ethanol;3 legs;Natural History Museum of Denmark;2018;4;18;Peter Wiberg-Larsen;Denmark;DK;Knudsø, Tulstrup;Exact;56.10421079;9.783997792;0;Peter Wiberg-Larsen;Ephemera vulgata Linnaeus, 1758;5864880;Animalia;Arthropoda;Insecta;Ephemeroptera;Ephemeridae;Ephemera;Ephemera vulgata;0;MT483620;Ephemera_vulgata_DM523.fasta
PreservedSpecimen;DM524;309008;Ephemerella notata;Yellow Evening Hawk;Ephemerella notata;96% ethanol;2 legs;Natural History Museum of Denmark;2018;5;1;Peter Wiberg-Larsen;Denmark;DK;Karup Å, Estvadgård;Exact;56.52465707;8.996098847;0;Peter Wiberg-Larsen;Ephemerella notata Eaton, 1887;6931868;Animalia;Arthropoda;Insecta;Ephemeroptera;Ephemerellidae;Ephemerella;Ephemerella notata;0;MT483694;Ephemerella_notata_DM524.fasta
PreservedSpecimen;DM525;309009;Nigrobaetis niger;Southern iron blue;Nigrobaetis niger;96% ethanol;2 small legs;Natural History Museum of Denmark;2018;5;1;Peter Wiberg-Larsen;Denmark;DK;Karup Å, Estvadgård;Exact;56.52465707;8.996098847;0;Peter Wiberg-Larsen;Nigrobaetis niger (Linnaeus, 1761);6932170;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;Nigrobaetis;Nigrobaetis niger;0;MT483692;Nigrobaetis_niger_DM525.fasta
PreservedSpecimen;DM527;309010;Dybvandstæge;Aphelocheirus aestivalis;Aphelocheirus aestivalis;96% ethanol;Leg;Natural History Museum of Denmark;2018;4;17;Peter Wiberg-Larsen;Denmark;DK;Mattrup Å, Tirsvad Bro;Exact;55.9527668;9.509740393;0;Peter Wiberg-Larsen;Aphelocheirus aestivalis (Fabricius, 1794);4485511;Animalia;Arthropoda;Insecta;Hemiptera;Aphelocheiridae;Aphelocheirus;Aphelocheirus aestivalis;0;#N/A;Aphelocheirus_aestivalis_DM527.fasta
PreservedSpecimen;DM528;309011;Åskøjteløber;River skater;Aquarius najas;96% ethanol;1 large leg;Natural History Museum of Denmark;2018;4;16;Peter Wiberg-Larsen;Denmark;DK;Stavis Å, Frostens Bro;Exact;55.44268317;10.21521073;0;Peter Wiberg-Larsen;Aquarius najas (DeGeer, 1773);5866107;Animalia;Arthropoda;Insecta;Hemiptera;Cimicidae;Cimex;Aquarius najas;0;MT584113;Aquarius_najas_DM528.fasta
PreservedSpecimen;DM529;309012;Almindelig flodguldsmed;Common clubtail;Gomphus vulgatissimus;96% ethanol;Leg;Natural History Museum of Denmark;2018;4;19;Peter Wiberg-Larsen;Denmark;DK;Slåen Sø, Ø-bred;Exact;56.12275623;9.62657721;0;Peter Wiberg-Larsen;Gomphus vulgatissimus Linnaeus, 1758;5051951;Animalia;Arthropoda;Insecta;Odonata;Gomphidae;Gomphus;Gomphus vulgatissimus;0;MT584114;Gomphus_vulgatissimus_DM529.fasta
PreservedSpecimen;DM530;309013;Grøn kølleguldsmed;Green snaketail;Ophiogomphus cecilia;96% ethanol;Leg;Natural History Museum of Denmark;2018;4;18;Peter Wiberg-Larsen;Denmark;DK;Gudenå, Ålegårds Bakke;Exact;56.25873525;9.665779186;0;Peter Wiberg-Larsen;Ophiogomphus cecilia Fourcroy, 1785;1426058;Animalia;Arthropoda;Insecta;Odonata;Gomphidae;Ophiogomphus;Ophiogomphus cecilia;0;MT410835;Ophiogomphus_cecilia_DM530.fasta
PreservedSpecimen;DM531;309014;Stor slørvinge;Orange-striped stonefly;Perlodes microcephalus;96% ethanol;Leg;Natural History Museum of Denmark;2018;4;18;Peter Wiberg-Larsen;Denmark;DK;Gudenå, Dødeå, 850 m OS Klostermøllevej;Exact;56.04139306;9.673348258;0;Peter Wiberg-Larsen;Perlodes microcephalus (Pictet & F.J., 1833);2003977;Animalia;Arthropoda;Insecta;Plecoptera;Perlodidae;Perlodes;Perlodes microcephalus;0;MT483621;Perlodes_microcephalus_DM531.fasta
PreservedSpecimen;DM532;309015;Siphonoperla burmeisteri;Siphonoperla burmeisteri;Siphonoperla burmeisteri;96% ethanol;2 small legs;Natural History Museum of Denmark;2018;4;9;Peter Wiberg-Larsen;Denmark;DK;Sønder Å, Eggebæk;Exact;54.901446;9.200903903;0;Peter Wiberg-Larsen;Siphonoperla burmeisteri (Pictet & F.J., 1841);2003819;Animalia;Arthropoda;Insecta;Plecoptera;Chloroperlidae;Siphonoperla;Siphonoperla burmeisteri;0;MT584115;Siphonoperla_burmeisteri_DM532.fasta
PreservedSpecimen;DM533;309016;Agapetus ochripes;Agapetus ochripes;Agapetus ochripes;96% ethanol;3 tiny legs;Natural History Museum of Denmark;2018;4;16;Peter Wiberg-Larsen;Denmark;DK;Stavis Å, Frostens Bro;Exact;55.44268317;10.21521073;0;Peter Wiberg-Larsen;Agapetus ochripes Curtis, 1834;1430527;Animalia;Arthropoda;Insecta;Trichoptera;Glossosomatidae;Agapetus;Agapetus ochripes;0;MT584116;Agapetus_ochripes_DM533.fasta
PreservedSpecimen;DM534;309017;Brachycentrus maculatus;Brachycentrus maculatus;Brachycentrus maculatus;96% ethanol;2 small legs;Natural History Museum of Denmark;2018;4;19;Peter Wiberg-Larsen;Denmark;DK;Kolding Å, Ejstrup;Exact;55.50175576;9.373529893;0;Peter Wiberg-Larsen;Brachycentrus maculatum (Fourcroy, 1785);5054614;Animalia;Arthropoda;Insecta;Trichoptera;Brachycentridae;Brachycentrus;Brachycentrus maculatus;0;MT483690;Brachycentrus_maculatus_DM534.fasta
PreservedSpecimen;DM535;309018;Cheumatopsyche lepida;Cheumatopsyche lepida;Cheumatopsyche lepida;96% ethanol;2 tiny legs;Natural History Museum of Denmark;2018;4;18;Peter Wiberg-Larsen;Denmark;DK;Gudenå, Ålegårds Bakke;Exact;56.25873525;9.665779186;0;Peter Wiberg-Larsen;Cheumatopsyche lepida (Pictet, 1834);1439839;Animalia;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Cheumatopsyche;Cheumatopsyche lepida;0;MT410859;Cheumatopsyche_lepida_DM535.fasta
PreservedSpecimen;DM536;309019;Ecclisopteryx dalecarlica;Ecclisopteryx dalecarlica;Ecclisopteryx dalecarlica;96% ethanol;2 legs;Natural History Museum of Denmark;2018;4;17;Peter Wiberg-Larsen;Denmark;DK;Skærbæk, 1 km NS Hjøllundvej;Exact;56.07920011;9.433242386;0;Peter Wiberg-Larsen;Ecclisopteryx dalecarlica Kolenati, 1848;4481911;Animalia;Arthropoda;Insecta;Trichoptera;Limnephilidae;Ecclisopteryx;Ecclisopteryx dalecarlica;0;MT584117;Ecclisopteryx_dalecarlica_DM536.fasta
PreservedSpecimen;DM537;309020;Hydropsyche fulvipes;Hydropsyche fulvipes;Hydropsyche fulvipes;96% ethanol;Leg;Natural History Museum of Denmark;2018;4;17;Peter Wiberg-Larsen;Denmark;DK;Grejsdal, bæk 800 m V f. Kirkeby;Exact;55.74303702;9.546203366;0;Peter Wiberg-Larsen;Hydropsyche fulvipes (Curtis, 1834);5054111;Animalia;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche fulvipes;0;#N/A;Hydropsyche_fulvipes_DM537.fasta
PreservedSpecimen;DM538;309021;Hydropsyche pellucidula;Hydropsyche pellucidula;Hydropsyche pellucidula;96% ethanol;Leg;Natural History Museum of Denmark;2018;5;7;Peter Wiberg-Larsen;Denmark;DK;Binderup Å, hovedvej 187;Exact;56.99768228;9.674160822;0;Peter Wiberg-Larsen;Hydropsyche pellucidula (Curtis, 1834);5054150;Animalia;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche pellucidula;0;#N/A;Hydropsyche_pellucidula_DM538.fasta
PreservedSpecimen;DM539;309022;Ithytrichia lamellaris;Ithytrichia lamellaris;Ithytrichia lamellaris;96% ethanol;Whole animal;Natural History Museum of Denmark;2018;4;9;Peter Wiberg-Larsen;Denmark;DK;Sønder Å, Eggebæk;Exact;54.901446;9.200903903;0;Peter Wiberg-Larsen;Ithytrichia lamellaris Eaton, 1873;1431966;Animalia;Arthropoda;Insecta;Trichoptera;Hydroptilidae;Ithytrichia;Ithytrichia lamellaris;0;#N/A;Ithytrichia_lamellaris_DM539.fasta
PreservedSpecimen;DM540;309023;Lepidostoma basale ;Lepidostoma basale ;Lepidostoma basale;96% ethanol;2 small legs;Natural History Museum of Denmark;2018;4;17;Peter Wiberg-Larsen;Denmark;DK;Mattrup Å, Stidsmølle;Exact;55.92385174;9.567466714;Corrected by Peter;Peter Wiberg-Larsen;Lepidostoma basale (Kolenati, 1848);8117770;Animalia;Arthropoda;Insecta;Trichoptera;Lepidostomatidae;Lepidostoma;Lepidostoma basale;0;MT483671;Lepidostoma_basale_DM540.fasta
PreservedSpecimen;DM541;309024;Limnephilus germanus;Limnephilus germanus;Limnephilus germanus;96% ethanol;2 legs;Natural History Museum of Denmark;2018;5;20;Peter Wiberg-Larsen;Denmark;DK;Afløb fra Vængsø;Exact;56.03307714;9.657556652;0;Peter Wiberg-Larsen;Limnephilus germanus McLachlan, 1875;1442555;Animalia;Arthropoda;Insecta;Trichoptera;Limnephilidae;Limnephilus;Limnephilus germanus;0;MT584118;Limnephilus_germanus_DM541.fasta
PreservedSpecimen;DM542;309025;Lithax obscurus;Lithax obscurus;Lithax obscurus;96% ethanol;2 legs;Natural History Museum of Denmark;2018;4;22;Peter Wiberg-Larsen;Denmark;DK;Limkilde, Blæsbjerg Skov;Exact;55.41817257;10.20384136;0;Peter Wiberg-Larsen;Lithax obscurus (Hagen, 1859);1441518;Animalia;Arthropoda;Insecta;Trichoptera;Goeridae;Lithax;Lithax obscurus;0;#N/A;Lithax_obscurus_DM542.fasta
PreservedSpecimen;DM543;309026;Lype reducta;Lype reducta;Lype reducta;96% ethanol;2 tiny legs;Natural History Museum of Denmark;2018;4;22;Peter Wiberg-Larsen;Denmark;DK;Limkilde, Blæsbjerg Skov;Exact;55.41817257;10.20384136;0;Peter Wiberg-Larsen;Lype reducta (Hagen, 1868);1438868;Animalia;Arthropoda;Insecta;Trichoptera;Psychomyiidae;Lype;Lype reducta;0;MT584157;Lype_reducta_DM543.fasta
PreservedSpecimen;DM544;309027;Notidobia ciliaris;Notidobia ciliaris;Notidobia ciliaris;96% ethanol;2 legs;Natural History Museum of Denmark;2018;4;19;Peter Wiberg-Larsen;Denmark;DK;Slåen Sø, Ø-bred;Exact;56.12275623;9.62657721;0;Peter Wiberg-Larsen;Notidobia ciliaris (Linnaeus, 1761);1435114;Animalia;Arthropoda;Insecta;Trichoptera;Sericostomatidae;Notidobia;Notidobia ciliaris;0;#N/A;Notidobia_ciliaris_DM544.fasta
PreservedSpecimen;DM545;309028;Odontocerum albicorne;Silver Sedge;Odontocerum albicorne;96% ethanol;2 legs;Natural History Museum of Denmark;2018;4;17;Peter Wiberg-Larsen;Denmark;DK;Mattrup Å, Stidsmølle;Exact;55.92385174;9.567466714;Corrected by Peter;Peter Wiberg-Larsen;Odontocerum albicorne (Scopoli, 1763);1437449;Animalia;Arthropoda;Insecta;Trichoptera;Odontoceridae;Odontocerum;Odontocerum albicorne;0;MT483622;Odontocerum_albicorne_DM545.fasta
